index,title,url,upload_date,duration,views,status,description
28,Scaling Innovation: Building a Robust AI Startup Ecosystem,https://www.youtube.com/watch?v=f0IGYeyhT_w,2026-02-20,38:50,295,📼 RECORDED,Scaling Innovation: Building a Robust AI Startup Ecosystem
29,City-Scale Innovation: How Delhi’s Universities are Driving Public AI Impact,https://www.youtube.com/watch?v=1kYBYk3ulH4,2026-02-20,4:54:02,524,📼 RECORDED,"Can a university be the laboratory for an entire city? Discover the ""Delhi Model,"" where academic research in Artificial Intelligence is being moved o"
30,How Trust and Safety Drive Innovation and Sustainable Growth,https://www.youtube.com/watch?v=lNtRBzn5uKw,2026-02-21,45:00,232,📼 RECORDED,"This session will examine how trust in AI can be translated from principle into practice. It will explore the people, skills, and systems required to "
31,Artificial General Intelligence and the Future of Responsible Governance,https://www.youtube.com/watch?v=cWifdwhp6ko,2026-02-20,46:20,227,📼 RECORDED,"Artificial general intelligence will intensify existing challenges around safety, security, privacy, ethics, and governance. This session will examine"
32,AI Without the Cost: Rethinking Intelligence for a Constrained World,https://www.youtube.com/watch?v=BtjKwtWBI0k,2026-02-21,1:34:50,498,📼 RECORDED,AI Without the Cost: Rethinking Intelligence for a Constrained World
33,Empowering India & the Global South Through AI Literacy,https://www.youtube.com/watch?v=tL9djGoIyNQ,2026-02-20,46:10,287,📼 RECORDED,This session will explore how AI literacy can strengthen education systems and human capital in low-income and Global South contexts. It will examine 
34,Keynote: ‘I’ to the Power of AI | An 8-Year-Old on Aspiring India Impacting the World,https://www.youtube.com/watch?v=J9KXfIMky2c,2026-02-20,9:55,24000,📼 RECORDED,"In this inspiring keynote, an 8-year-old speaker shares a powerful vision of how Aspiring India can harness the power of AI to impact the world. Blend"
35,AI for Democracy: Reimagining Governance in the Age of Intelligence,https://www.youtube.com/watch?v=iiwyIq6Koqg,2026-02-20,1:06:25,1415,📼 RECORDED,"This dialogue will examine how artificial intelligence can reinforce democratic institutions, deepen citizen participation, and modernize parliamentar"
36,"Regulating Open Data: Principles, Challenges, and Opportunities",https://www.youtube.com/watch?v=WulOPrS5yTM,2026-02-20,1:04:40,613,📼 RECORDED,Open data will increasingly function as critical infrastructure for artificial intelligence in India. This session will examine how a future-ready reg
37,Panel Discussion: AI in Healthcare | India AI Impact Summit,https://www.youtube.com/watch?v=0SCv3tT9stQ,2026-02-20,43:30,607,📼 RECORDED,"Healthcare leaders, technology experts, and policymakers discuss how AI is reshaping the medical ecosystem—from diagnostics and drug discovery to hosp"
38,Invest India: Fireside Chat,https://www.youtube.com/watch?v=xfq9f6xvIrc,2026-02-20,58:20,1001,📼 RECORDED,
39,The Role of Government and Innovators in Citizen-Centric AI,https://www.youtube.com/watch?v=_FjGOGpQQFI,2026-02-20,38:05,186,📼 RECORDED,This panel will explore how governments can work with AI innovators to place citizens at the centre of technological transformation. The discussion wi
40,Inclusive AI: Why Linguistic Diversity Matters,https://www.youtube.com/watch?v=77AfVm96BgA,2026-02-20,56:15,294,📼 RECORDED,"""This session will explore why artificial intelligence must reflect the world’s linguistic and cultural diversity to remain inclusive, accurate, and g"
41,"AI Meets Cybersecurity: Trust, Governance & Global Security",https://www.youtube.com/watch?v=hodMj_ZrgLE,2026-02-20,55:57,338,📼 RECORDED,"This session will examine how AI development, deployment, governance, and cybersecurity intersect in practice. Drawing on expert perspectives, it will"
42,Policymaker’s Guide to International AI Safety Coordination,https://www.youtube.com/watch?v=cTL3XUiugRE,2026-02-20,49:45,211,📼 RECORDED,This session will examine how international coordination on frontier AI safety is evolving and what it means for national governance and decision-maki
43,Building the Next Wave of AI: Responsible Frameworks & Standards,https://www.youtube.com/watch?v=uLz93uh7Vss,2026-02-20,55:25,417,📼 RECORDED,This session will examine how Responsible AI practices can evolve to keep pace with rapidly advancing technologies and emerging societal risks. It wil
44,AI for Bharat’s Health: Addressing a Billion Clinical Realities,https://www.youtube.com/watch?v=9FjQ-EexXLM,2026-02-21,57:40,448,📼 RECORDED,AI for Bharat’s Health: Addressing a Billion Clinical Realities
45,Ethical AI: Keeping Humanity in the Loop While Innovating,https://www.youtube.com/watch?v=cS6THhnYSpo,2026-02-20,55:53,216,📼 RECORDED,"This session explores how human-centred, rights-based approaches can shape trustworthy and inclusive AI at scale. The session examines how transparenc"
46,India’s AI Future: Sovereign Infrastructure and Innovation at Scale,https://www.youtube.com/watch?v=Dba_JlDSAR0,2026-02-20,57:10,275,📼 RECORDED,This session will examine how a coordinated industry ecosystem can advance Sovereign AI in India. It will focus on building India-centric foundation m
47,How Small AI Solutions Are Creating Big Social Change,https://www.youtube.com/watch?v=FQ5CAPzCVrg,2026-02-20,55:10,167,📼 RECORDED,"Small, efficient artificial intelligence systems will play a critical role in delivering large-scale social impact. This session will explore how low-"
48,Survival Tech: Harnessing AI to Manage Global Climate Extremes,https://www.youtube.com/watch?v=Xly94IuFd6M,2026-02-20,45:40,162,📼 RECORDED,From flood prediction to heatwave management—how AI systems are building sustainable and resilient cities.
49,MedTech and AI Innovations in Public Health Systems,https://www.youtube.com/watch?v=IyIGhD-s9P8,2026-02-20,50:45,856,📼 RECORDED,"MedTech and AI Innovations in Public Health Systems
• Description: Discover the devices and algorithms that are bringing specialized medical care to t"
50,AI Transformation in Practice: Insights from India’s Consulting Leaders,https://www.youtube.com/watch?v=cwWTkNThnII,2026-02-20,40:50,646,📼 RECORDED,This session will explore the unique role consulting organizations will play in India’s AI transformation — as adopters reshaping their own operations
51,"Keynote by Sangita Reddy | Joint Managing Director, Apollo Hospitals | India AI Impact Summit",https://www.youtube.com/watch?v=NvJQXbtlsqM,2026-02-20,13:45,544,📼 RECORDED,"Sangita Reddy, Joint Managing Director of Apollo Hospitals, delivers a keynote at the India AI Impact Summit, highlighting how artificial intelligence"
52,The Role of Government and Innovators in Citizen-Centric AI,https://www.youtube.com/watch?v=xVo5Nfech1U,2026-02-20,14:20,142,📼 RECORDED,This panel will explore how governments can work with AI innovators to place citizens at the centre of technological transformation. The discussion wi
53,Building the Future: STPI Global Partnerships & Startup Felicitation 2026,https://www.youtube.com/watch?v=MuMMAF8PJYo,2026-02-20,1:42:15,910,📼 RECORDED,Watch as the Software Technology Parks of India (STPI) cements India’s position as a global tech leader through high-impact MoU exchanges and the reco
54,Shaping the Future: AI Strategies for Jobs and Economic Development,https://www.youtube.com/watch?v=HuMRADgxLJo,2026-02-20,2:02:30,298,📼 RECORDED,"This session will focus on practical approaches to ensuring AI systems are safe, transparent, and accountable as adoption scales. It will examine gove"
55,"Fireside Chat: Intel, Tata Electronics, CDAC & Asia Group | India AI Impact Summit",https://www.youtube.com/watch?v=0MLIZ4iFDB4,2026-02-20,28:35,476,📼 RECORDED,"In this high-level fireside chat at the India AI Impact Summit, leaders from Intel, Tata Electronics, CDAC, and the Asia Group discuss India’s growing"
56,From Human Potential to Global Impact: Qualcomm’s AI for All Workshop,https://www.youtube.com/watch?v=sipvt5iWlFw,2026-02-20,53:45,255,📼 RECORDED,"This session will blend strategic leadership dialogue with a hands on workshop to show how AI can be democratized through practical, affordable soluti"
57,Transforming Agriculture: AI for Resilient and Inclusive Food Systems,https://www.youtube.com/watch?v=OSkN-1EizR4,2026-02-20,1:00:35,263,📼 RECORDED,"This session by the Ministry of the Netherlands will explore how artificial intelligence can enable more sustainable, resilient, and responsible agric"
58,"Science, AI & Innovation: India–Japan Collaboration Showcase",https://www.youtube.com/watch?v=dnk-ct5pXrQ,2026-02-20,49:35,311,📼 RECORDED,Advances in artificial intelligence will increasingly emerge from cross-border scientific collaboration. This session will showcase cutting-edge AI in
59,Building Population-Scale Digital Public Infrastructure for AI,https://www.youtube.com/watch?v=2MvfwDhRpf4,2026-02-20,41:00,192,📼 RECORDED,
60,"AI, Algorithms, and the Future of Global Diplomacy",https://www.youtube.com/watch?v=Syld6fg0Ars,2026-02-20,42:40,206,📼 RECORDED,This session will explore artificial intelligence as a geopolitical force reshaping diplomacy and foreign policy. It will examine how AI tools can sup
61,From Innovation to Impact: Bringing AI to the Public,https://www.youtube.com/watch?v=lETJVZW5goY,2026-02-20,52:35,232,📼 RECORDED,"This session will examine India’s approach to democratizing AI through equitable access, public sector readiness, and ethical integration with digital"
62,How the Global South Is Accelerating AI Adoption: Finance Sector Insights,https://www.youtube.com/watch?v=io3jz1c2MUY,2026-02-20,54:05,115,📼 RECORDED,This session will examine how responsible AI governance in financial services can inform trusted AI adoption across the wider economy. It will explore
63,Building Scalable AI Through Global South Partnerships,https://www.youtube.com/watch?v=ckRyJZSsAtc,2026-02-20,52:05,221,📼 RECORDED,"This plenary will highlight how artificial intelligence is already generating tangible impact across the Global South, particularly in health, agricul"
64,The Future of Public Safety: AI-Powered Citizen-Centric Policing in India,https://www.youtube.com/watch?v=a5YxAKZkacM,2026-02-20,48:00,112,📼 RECORDED,"How can AI build trust between the state and the citizen? Explore the revolutionary model of using Language AI to streamline policing, reporting, and "
65,Nepal Engagement Session,https://www.youtube.com/watch?v=R60Y28ReHds,2026-02-20,46:50,55,📼 RECORDED,Nepal Engagement Session
66,The Global Power Shift | India’s Rise in AI & Semiconductors,https://www.youtube.com/watch?v=TwbvPr02lmQ,2026-02-20,49:55,396,📼 RECORDED,Why the world is looking to India as the next semiconductor hub and the heartbeat of global AI development.
67,Building Trustworthy AI: Foundations and Practical Pathways,https://www.youtube.com/watch?v=Ay6qXXEKdhE,2026-02-20,27:35,314,📼 RECORDED,"This workshop will explore how trustworthy AI can be designed and deployed in India across sectors such as healthcare, finance, education, and public "
68,Building Inclusive Societies with AI,https://www.youtube.com/watch?v=5WXbT68n3cQ,2026-02-20,42:10,549,📼 RECORDED,India’s informal workforce will be central to achieving inclusive and sustainable growth. This session will explore how artificial intelligence can in
69,AI Automation in Telecom: Ensuring Accountability and Public Trust| India AI Impact Summit 2026,https://www.youtube.com/watch?v=C6F24vcP5tM,2026-02-20,53:45,222,📼 RECORDED,"""This session unites OEMs to discuss embedding responsibility into AI for network infrastructure. Experts explore design principles for 5G/6G chips, b"
70,Capacity Building in Digital Health,https://www.youtube.com/watch?v=5rP5smt-73w,2026-02-20,34:45,435,📼 RECORDED,"Digital health is redefining healthcare delivery. In this powerful session on Capacity Building in Digital Health, global health leaders discuss how t"
71,"Smaller Footprint, Bigger Impact: Building Sustainable AI for the Future",https://www.youtube.com/watch?v=hZ8Ny0MfNhA,2026-02-20,48:30,169,📼 RECORDED,"This session examines how resilient and resource-efficient AI models can deliver high impact while reducing energy use, cost, and infrastructure depen"
72,Agents of Change: AI for Government Services & Climate Resilience,https://www.youtube.com/watch?v=kRv4Axjjzw4,2026-02-20,46:15,204,📼 RECORDED,Showcasing how autonomous AI agents can streamline citizen services and respond to environmental crises in real-time.
73,"Educating for Viksit Bharat: Why Creativity, Cognition & Culture Matter",https://www.youtube.com/watch?v=wvW2UZnYEe4,2026-02-20,55:20,176,📼 RECORDED,"Educating for Viksit Bharat: Why Creativity, Cognition & Culture Matter"
74,"Waves of infrastructure: Open Systems, Open Source, Open Cloud",https://www.youtube.com/watch?v=WVd5SkqcVzU,2026-02-20,1:12:30,571,📼 RECORDED,"Waves of infrastructure: Open Systems, Open Source, Open Cloud

""Waves of infrastructure: Open Systems, Open Source, Open Cloud: A Proximal View
The p"
75,"Keynote by Vivek Mahajan | CTO, Fujitsu | India AI Impact Summit",https://www.youtube.com/watch?v=dmdMcktd5uQ,2026-02-20,13:40,1014,📼 RECORDED,"Vivek Mahajan, CTO of Fujitsu, delivers a keynote at the India AI Impact Summit, highlighting the role of enterprise AI, emerging technologies, and di"
76,"Keynote by Naveen Tewari | Founder & CEO, inMobi | India AI Impact Summit",https://www.youtube.com/watch?v=kkJ5ImGqolc,2026-02-20,15:20,1061,📼 RECORDED,"Naveen Tewari, Founder and CEO of inMobi, delivers a keynote at the India AI Impact Summit, sharing insights on AI-driven advertising, digital transfo"
77,AI as critical infrastructure for continuity in public services,https://www.youtube.com/watch?v=Vrd3XrTgla8,2026-02-20,1:02:15,127,📼 RECORDED,
78,Building the Workforce: AI for Viksit Bharat 2047,https://www.youtube.com/watch?v=5uQEbypBbZc,2026-02-20,58:55,487,📼 RECORDED,A strategic session on training millions of Indians in AI to ensure India becomes a developed nation (Viksit Bharat) by 2047.
79,Keynote: 2030 – The Rise of an AI Storytelling Civilization | India AI Impact Summit,https://www.youtube.com/watch?v=pdOl3M7X4G4,2026-02-20,12:00,779,📼 RECORDED,"This visionary keynote explores how artificial intelligence is transforming storytelling, creativity, and human expression by 2030. From immersive med"
80,Scaling AI for Billions: Building Digital Public Infrastructure,https://www.youtube.com/watch?v=KTznEO5a5aM,2026-02-20,39:30,794,📼 RECORDED,"This session brings together examples of AI solutions that have scaled from pilots to population-level systems, yielding measurable gains in service d"
81,"Responsible AI in India: Leadership, Ethics & Global Impact",https://www.youtube.com/watch?v=vUkZzmlc8Zg,2026-02-20,48:30,567,📼 RECORDED,"How India's top corporations are moving from theoretical ethics to practical, responsible AI implementation in business."
82,How AI Drives Innovation and Economic Growth,https://www.youtube.com/watch?v=eLnR-ukPqPE,2026-02-20,59:45,335,📼 RECORDED,
83,Safeguarding Children with Responsible AI,https://www.youtube.com/watch?v=P3ciuXOc4z0,2026-02-20,53:05,380,📼 RECORDED,"""Children are increasingly interacting with AI systems that shape learning, play, information, and social connection. This session examines how childr"
84,U.S. AI Standards: Shaping the Future of Trustworthy Artificial Intelligence,https://www.youtube.com/watch?v=zXbyHjKemeE,2026-02-20,51:45,203,📼 RECORDED,
85,Driving Social Good with AI: Evaluation and Open Source at Scale,https://www.youtube.com/watch?v=Qt07sfPokOM,2026-02-20,52:50,156,📼 RECORDED,"Deploying artificial intelligence in high-stakes domains requires stronger ways to detect errors, bias, and unintended behaviour before systems are sc"
86,"Collaborative AI Network: Strengthening Skills, Research & Innovation",https://www.youtube.com/watch?v=VqIkSw-jn10,2026-02-20,44:45,180,📼 RECORDED,"AI will hold significant promise for socio-economic transformation across agriculture, healthcare, and education, yet access to data, compute, and mod"
87,Transforming Health Systems with AI: From Lab to Last Mile,https://www.youtube.com/watch?v=EiYzKE_3JxA,2026-02-20,52:10,258,📼 RECORDED,"This session will explore how AI can transform the entire health value chain, from research and discovery to diagnostics and frontline delivery. It wi"
88,AI for Good: Technology That Empowers People,https://www.youtube.com/watch?v=51X9kf574vA,2026-02-20,56:20,263,📼 RECORDED,"This session will explore how artificial intelligence can empower the Global Majority through innovation, safety, standards, and capacity building. Th"
89,Trusted Connections: Ethical AI in Telecom & 6G Networks,https://www.youtube.com/watch?v=0GF_K27L4H0,2026-02-20,1:01:05,507,📼 RECORDED,"""This session unites OEMs to discuss embedding responsibility into AI for network infrastructure. Experts explore design principles for 5G/6G chips, b"
90,Harnessing Collective AI for India’s Social and Economic Development,https://www.youtube.com/watch?v=kun9t7kt1-I,2026-02-20,55:20,457,📼 RECORDED,"Artificial intelligence will only deliver broad public value if it is developed and deployed collectively. This session will explore how academia, ind"
91,Panel Discussion: AI and the Creative Economy | India AI Impact Summit,https://www.youtube.com/watch?v=hQKYaSQAk6Q,2026-02-20,31:05,197,📼 RECORDED,"Industry leaders, creators, and technology experts explore how AI is transforming the creative economy—from media and entertainment to design and digi"
92,Driving Enterprise Impact Through Scalable AI Adoption,https://www.youtube.com/watch?v=UNynHn7Wbx4,2026-02-20,51:55,469,📼 RECORDED,"This session will examine how enterprise AI adoption can drive equitable economic growth across regions, with a focus on scalable impact in the Global"
93,AI in Mobility: Accelerating the Next Era of Intelligent Transport,https://www.youtube.com/watch?v=ta802ZT8rj8,2026-02-20,1:25:10,367,📼 RECORDED,Artificial intelligence is increasingly influencing how transport and mobility systems function at scale. This session will present and examine a nati
94,"Keynote Address: Revanth Reddy | Chief Minister, Telangana | India AI Impact Summit",https://www.youtube.com/watch?v=0ytIzW4Xm5Q,2026-02-20,12:10,553,📼 RECORDED,"Revanth Reddy, Chief Minister of Telangana, delivers a keynote address at the India AI Impact Summit, sharing his perspectives during a special sessio"
95,"Keynote by Uday Shankar | Vice Chairman, JioStar India | India AI Impact Summit",https://www.youtube.com/watch?v=R2PPgCLvDf8,2026-02-20,16:30,1721,📼 RECORDED,"Uday Shankar, Vice Chairman of JioStar India Private Limited, delivers a keynote at the India AI Impact Summit, sharing insights on the convergence of"
96,Skilling and Education in AI,https://www.youtube.com/watch?v=095BtnvavAk,2026-02-20,57:00,788,📼 RECORDED,
97,Catalyzing Global Investment in AI for Health: WHO Strategic Roundtable,https://www.youtube.com/watch?v=dHCmwStFlCQ,2026-02-20,1:00:36,344,📼 RECORDED,This high-level roundtable will advance a focused dialogue on how targeted investment can accelerate equitable and responsible use of artificial intel
98,"Panel Discussion: Inclusion, Innovation & the Future of AI | India AI Impact Summit",https://www.youtube.com/watch?v=rOEkqIrj0p8,2026-02-20,33:50,455,📼 RECORDED,"Experts and industry leaders explore how inclusion and innovation can shape a more equitable AI future. The panel discusses bridging digital divides, "
99,Who Watches the Watchers? Building Trust in AI Governance,https://www.youtube.com/watch?v=NL6lEFmkDek,2026-02-20,51:45,336,📼 RECORDED,Trust and transparency will be decisive for the global adoption of artificial intelligence. This session will explore how independent evaluation and v
100,AI Collaboration Across Borders: India–Israel Innovation Roundtable,https://www.youtube.com/watch?v=N9nxLSEZT9s,2026-02-20,50:35,317,📼 RECORDED,"Two startup nations, one vision. A high-level panel on how India and Israel are co-developing AI for global challenges."
101,Panel Discussion: AI & Cybersecurity | India AI Impact Summit,https://www.youtube.com/watch?v=uK9ZL7qGIhM,2026-02-20,44:30,478,📼 RECORDED,Cybersecurity experts and technology leaders explore the evolving intersection of AI and digital security. The panel discusses AI-driven threat detect
102,How Open Networks Are Transforming the Global South,https://www.youtube.com/watch?v=D6MnBjPZYxU,2026-02-20,58:35,419,📼 RECORDED,Open networks will play a defining role in shaping digital economies across the Global South. This session will explore how interoperable digital infr
103,Shaping Trustworthy AI for Tomorrow,https://www.youtube.com/watch?v=iw8k7gsSCCc,2026-02-20,50:55,304,📼 RECORDED,"This session examines what it takes to build trustworthy AI across public services, industry, and global cooperation. It explores safety, accountabili"
104,How the EU’s GPAI Code Shapes Safe and Trustworthy AI Governance | India AI Impact Summit 2026,https://www.youtube.com/watch?v=ANrK8Ko6J-I,2026-02-20,10:40,467,📼 RECORDED,This panel will introduce a governance framework for general-purpose AI models and examine its implications beyond a single jurisdiction. The discussi
105,Regional Leaders Discuss AI-Ready Digital Infrastructure,https://www.youtube.com/watch?v=MYrEOgPtRr0,2026-02-20,50:20,206,📼 RECORDED,This session will explore how countries across Asia and the Pacific can finance and build the digital foundations required for AI at scale. It will ex
106,Aligning AI Governance Across the Tech Stack | ITI C-Suite Panel,https://www.youtube.com/watch?v=MJ41h79YOKQ,2026-02-20,50:15,155,📼 RECORDED,"This session will examine how AI governance can be designed across the full technology stack, from compute and data infrastructure to models, applicat"
107,Setting the Rules: Global AI Standards for Growth and Governance,https://www.youtube.com/watch?v=l9q_fVpbQUo,2026-02-20,55:50,313,📼 RECORDED,"This discussion examines how AI standards simultaneously reduce risk and create business value. As AI capabilities advance, many markets face deployme"
108,Responsible AI for Shared Prosperity,https://www.youtube.com/watch?v=E_70FoN2EoI,2026-02-20,42:20,180,📼 RECORDED,"This session will bring together Global South partners to examine how responsible and inclusive AI can be advanced through South South collaboration, "
109,How the EU’s GPAI Code Shapes Safe and Trustworthy AI Governance | India AI Impact Summit 2026,https://www.youtube.com/watch?v=iXb3emd9_jc,2026-02-20,41:20,248,📼 RECORDED,This panel will introduce a governance framework for general-purpose AI models and examine its implications beyond a single jurisdiction. The discussi
110,From KW to GW: Scaling the Infrastructure of the Global AI Economy,https://www.youtube.com/watch?v=M8EDDPfSD6g,2026-02-20,1:36:55,260,📼 RECORDED,"The ""Executive Briefing Connect"" on the physical limits and possibilities of AI. This high-level session tracks the exponential scaling of AI infrastr"
111,NextGen AI: Mastering Technical Excellence with Ethical Integrity,https://www.youtube.com/watch?v=HtuykTpXLTI,2026-02-20,54:08,219,📼 RECORDED,"AI is only as good as the hands that build it. Join industry titans and technical architects for a deep dive into NextGen AI, where technical mastery "
112,"Keynote by Marcus Wallenberg | Chairman, SEB & Saab | India AI Impact Summit",https://www.youtube.com/watch?v=cp_tGR9qSTs,2026-02-20,11:55,477,📼 RECORDED,"Marcus Wallenberg, Chairman of SEB and Saab, delivers a keynote address at the India AI Impact Summit, sharing insights on innovation, industrial tran"
113,"NextGen AI: Skills, Safety, and Social Value - technical mastery aligned with ethical standards",https://www.youtube.com/watch?v=QOvivVVj8Bw,2026-02-20,53:02,478,📼 RECORDED,"NextGen AI: Skills, Safety, and Social Value - technical mastery aligned with ethical standards"
114,Fireside Chat: The Future of AI & STEM Education in India,https://www.youtube.com/watch?v=pF01a5dVXrM,2026-02-20,1:07:35,849,📼 RECORDED,This session will examine how India can rethink AI and STEM education to build long-term national capability. It will explore shifts from syllabus-led
115,India’s AI Leap: Policy to Practice with AIP2,https://www.youtube.com/watch?v=7r43gXKSvnU,2026-02-20,50:15,428,📼 RECORDED,This session will translate global policy lessons into practical pathways for accelerating artificial intelligence adoption across India and the Globa
